nama,id,kode,tingkat,provinsi,kode_provinsi,kab_kota,kode_kab_kota,kecamatan,kode_kecamatan
CADAS KERTAJAYA,133210,3215172010,4,JAWA BARAT,32,KARAWANG,3215,TELAGASARI,321517
CARIUMULYA,133204,3215172004,4,JAWA BARAT,32,KARAWANG,3215,TELAGASARI,321517
CILEWO,133211,3215172011,4,JAWA BARAT,32,KARAWANG,3215,TELAGASARI,321517
CIWULAN,133212,3215172012,4,JAWA BARAT,32,KARAWANG,3215,TELAGASARI,321517
KALIBUAYA,133206,3215172006,4,JAWA BARAT,32,KARAWANG,3215,TELAGASARI,321517
KALIJAYA,133208,3215172008,4,JAWA BARAT,32,KARAWANG,3215,TELAGASARI,321517
KALISARI,133209,3215172009,4,JAWA BARAT,32,KARAWANG,3215,TELAGASARI,321517
LINGGARSARI,133213,3215172013,4,JAWA BARAT,32,KARAWANG,3215,TELAGASARI,321517
PASIRKAMUNING,133207,3215172007,4,JAWA BARAT,32,KARAWANG,3215,TELAGASARI,321517
PASIRMUKTI,133205,3215172005,4,JAWA BARAT,32,KARAWANG,3215,TELAGASARI,321517
PASIRTALAGA,133203,3215172003,4,JAWA BARAT,32,KARAWANG,3215,TELAGASARI,321517
PULOSARI,133214,3215172014,4,JAWA BARAT,32,KARAWANG,3215,TELAGASARI,321517
TELAGAMULYA,133201,3215172001,4,JAWA BARAT,32,KARAWANG,3215,TELAGASARI,321517
TELAGASARI,133202,3215172002,4,JAWA BARAT,32,KARAWANG,3215,TELAGASARI,321517
