nama,id,kode,tingkat,provinsi,kode_provinsi,kab_kota,kode_kab_kota,kecamatan,kode_kecamatan
BUMISARI,128392,3202062007,4,JAWA BARAT,32,SUKABUMI,3202,CIKIDANG,320206
CICAREUH,128390,3202062005,4,JAWA BARAT,32,SUKABUMI,3202,CIKIDANG,320206
CIJAMBE,128396,3202062011,4,JAWA BARAT,32,SUKABUMI,3202,CIKIDANG,320206
CIKARAE THOYYIBAH,128397,3202062012,4,JAWA BARAT,32,SUKABUMI,3202,CIKIDANG,320206
CIKIDANG,128386,3202062001,4,JAWA BARAT,32,SUKABUMI,3202,CIKIDANG,320206
CIKIRAY,128387,3202062002,4,JAWA BARAT,32,SUKABUMI,3202,CIKIDANG,320206
GUNUNGMALANG,128388,3202062003,4,JAWA BARAT,32,SUKABUMI,3202,CIKIDANG,320206
MEKARNANGKA,128395,3202062010,4,JAWA BARAT,32,SUKABUMI,3202,CIKIDANG,320206
NANGKAKONENG,128394,3202062009,4,JAWA BARAT,32,SUKABUMI,3202,CIKIDANG,320206
PANGKALAN,128389,3202062004,4,JAWA BARAT,32,SUKABUMI,3202,CIKIDANG,320206
SAMPORA,128393,3202062008,4,JAWA BARAT,32,SUKABUMI,3202,CIKIDANG,320206
TAMANSARI,128391,3202062006,4,JAWA BARAT,32,SUKABUMI,3202,CIKIDANG,320206
