nama,id,kode,tingkat,provinsi,kode_provinsi,kab_kota,kode_kab_kota,kecamatan,kode_kecamatan
BATUSARI,132783,3213272009,4,JAWA BARAT,32,SUBANG,3213,DAWUAN,321327
CISAMPIH,132781,3213272007,4,JAWA BARAT,32,SUBANG,3213,DAWUAN,321327
DAWUAN KALER,132779,3213272005,4,JAWA BARAT,32,SUBANG,3213,DAWUAN,321327
DAWUAN KIDUL,132780,3213272006,4,JAWA BARAT,32,SUBANG,3213,DAWUAN,321327
JAMBELAER,132784,3213272010,4,JAWA BARAT,32,SUBANG,3213,DAWUAN,321327
MANYETI,132775,3213272001,4,JAWA BARAT,32,SUBANG,3213,DAWUAN,321327
MARGASARI,132782,3213272008,4,JAWA BARAT,32,SUBANG,3213,DAWUAN,321327
RAWALELE,132776,3213272002,4,JAWA BARAT,32,SUBANG,3213,DAWUAN,321327
SITUSARI,132778,3213272004,4,JAWA BARAT,32,SUBANG,3213,DAWUAN,321327
SUKASARI,132777,3213272003,4,JAWA BARAT,32,SUBANG,3213,DAWUAN,321327
