nama,id,kode,tingkat,provinsi,kode_provinsi,kab_kota,kode_kab_kota,kecamatan,kode_kecamatan
BABATAN,130641,3208012006,4,JAWA BARAT,32,KUNINGAN,3208,KADUGEDE,320801
BAYUNING,130643,3208012008,4,JAWA BARAT,32,KUNINGAN,3208,KADUGEDE,320801
CIHERANG,130645,3208012010,4,JAWA BARAT,32,KUNINGAN,3208,KADUGEDE,320801
CIKETAK,130637,3208012002,4,JAWA BARAT,32,KUNINGAN,3208,KADUGEDE,320801
CIPONDOK,130642,3208012007,4,JAWA BARAT,32,KUNINGAN,3208,KADUGEDE,320801
CISUKADANA,130646,3208012011,4,JAWA BARAT,32,KUNINGAN,3208,KADUGEDE,320801
KADUGEDE,130640,3208012005,4,JAWA BARAT,32,KUNINGAN,3208,KADUGEDE,320801
MARGABAKTI,130647,3208012012,4,JAWA BARAT,32,KUNINGAN,3208,KADUGEDE,320801
NANGKA,130638,3208012003,4,JAWA BARAT,32,KUNINGAN,3208,KADUGEDE,320801
SINDANGJAWA,130636,3208012001,4,JAWA BARAT,32,KUNINGAN,3208,KADUGEDE,320801
TINGGAR,130644,3208012009,4,JAWA BARAT,32,KUNINGAN,3208,KADUGEDE,320801
WINDUJANTEN,130639,3208012004,4,JAWA BARAT,32,KUNINGAN,3208,KADUGEDE,320801
