nama,id,kode,tingkat,provinsi,kode_provinsi,kab_kota,kode_kab_kota,kecamatan,kode_kecamatan
ANGGADITA,133065,3215052016,4,JAWA BARAT,32,KARAWANG,3215,KLARI,321505
BELENDUNG,133064,3215052008,4,JAWA BARAT,32,KARAWANG,3215,KLARI,321505
CIBALONGSARI,133062,3215052006,4,JAWA BARAT,32,KARAWANG,3215,KLARI,321505
CIMAHI,133069,3215052020,4,JAWA BARAT,32,KARAWANG,3215,KLARI,321505
CURUG,133067,3215052018,4,JAWA BARAT,32,KARAWANG,3215,KLARI,321505
DUREN,133057,3215052001,4,JAWA BARAT,32,KARAWANG,3215,KLARI,321505
GINTUNGKERTA,133066,3215052017,4,JAWA BARAT,32,KARAWANG,3215,KLARI,321505
KARANGANYAR,133068,3215052019,4,JAWA BARAT,32,KARAWANG,3215,KLARI,321505
KIARAPAYUNG,133060,3215052004,4,JAWA BARAT,32,KARAWANG,3215,KLARI,321505
KLARI,133063,3215052007,4,JAWA BARAT,32,KARAWANG,3215,KLARI,321505
PANCAWATI,133058,3215052002,4,JAWA BARAT,32,KARAWANG,3215,KLARI,321505
SUMURKONDANG,133061,3215052005,4,JAWA BARAT,32,KARAWANG,3215,KLARI,321505
WALAHAR,133059,3215052003,4,JAWA BARAT,32,KARAWANG,3215,KLARI,321505
