nama,id,kode,tingkat,provinsi,kode_provinsi,kab_kota,kode_kab_kota,kecamatan,kode_kecamatan
BANGKALOA ILIR,132241,3212072006,4,JAWA BARAT,32,INDRAMAYU,3212,WIDASARI,321207
BUNDER,132244,3212072010,4,JAWA BARAT,32,INDRAMAYU,3212,WIDASARI,321207
KALENSARI,132243,3212072008,4,JAWA BARAT,32,INDRAMAYU,3212,WIDASARI,321207
KASMARAN,132250,3212072016,4,JAWA BARAT,32,INDRAMAYU,3212,WIDASARI,321207
KONGSIJAYA,132246,3212072012,4,JAWA BARAT,32,INDRAMAYU,3212,WIDASARI,321207
LEUWIGEDE,132249,3212072015,4,JAWA BARAT,32,INDRAMAYU,3212,WIDASARI,321207
UJUNGARIS,132245,3212072011,4,JAWA BARAT,32,INDRAMAYU,3212,WIDASARI,321207
UJUNGJAYA,132247,3212072013,4,JAWA BARAT,32,INDRAMAYU,3212,WIDASARI,321207
UJUNGPONDOK JAYA,132248,3212072014,4,JAWA BARAT,32,INDRAMAYU,3212,WIDASARI,321207
WIDASARI,132242,3212072007,4,JAWA BARAT,32,INDRAMAYU,3212,WIDASARI,321207
