nama,id,kode,tingkat,provinsi,kode_provinsi,kab_kota,kode_kab_kota,kecamatan,kode_kecamatan
BANGGALAMULYA,132566,3213042020,4,JAWA BARAT,32,SUBANG,3213,KALIJATI,321304
CARACAS,132563,3213042017,4,JAWA BARAT,32,SUBANG,3213,KALIJATI,321304
CIRULUK,132564,3213042018,4,JAWA BARAT,32,SUBANG,3213,KALIJATI,321304
JALUPANG,132565,3213042019,4,JAWA BARAT,32,SUBANG,3213,KALIJATI,321304
KALIANGSANA,132559,3213042008,4,JAWA BARAT,32,SUBANG,3213,KALIJATI,321304
KALIJATI BARAT,132560,3213042011,4,JAWA BARAT,32,SUBANG,3213,KALIJATI,321304
KALIJATI TIMUR,132558,3213042007,4,JAWA BARAT,32,SUBANG,3213,KALIJATI,321304
MARENGMANG,132557,3213042006,4,JAWA BARAT,32,SUBANG,3213,KALIJATI,321304
TANGGULUN BARAT,132562,3213042013,4,JAWA BARAT,32,SUBANG,3213,KALIJATI,321304
TANGGULUN TIMUR,132561,3213042012,4,JAWA BARAT,32,SUBANG,3213,KALIJATI,321304
