nama,id,kode,tingkat,provinsi,kode_provinsi,kab_kota,kode_kab_kota,kecamatan,kode_kecamatan
BANYUSARI,131871,3210262007,4,JAWA BARAT,32,MAJALENGKA,3210,MALAUSMA,321026
BUNINAGARA,131872,3210262008,4,JAWA BARAT,32,MAJALENGKA,3210,MALAUSMA,321026
CIMUNCANG,131869,3210262005,4,JAWA BARAT,32,MAJALENGKA,3210,MALAUSMA,321026
CIRANCA,131870,3210262006,4,JAWA BARAT,32,MAJALENGKA,3210,MALAUSMA,321026
GIRIMUKTI,131874,3210262010,4,JAWA BARAT,32,MAJALENGKA,3210,MALAUSMA,321026
JAGAMULYA,131873,3210262009,4,JAWA BARAT,32,MAJALENGKA,3210,MALAUSMA,321026
KRAMAT JAYA,131875,3210262011,4,JAWA BARAT,32,MAJALENGKA,3210,MALAUSMA,321026
LEBAKWANGI,131868,3210262004,4,JAWA BARAT,32,MAJALENGKA,3210,MALAUSMA,321026
MALAUSMA,131867,3210262003,4,JAWA BARAT,32,MAJALENGKA,3210,MALAUSMA,321026
SUKADANA,131865,3210262001,4,JAWA BARAT,32,MAJALENGKA,3210,MALAUSMA,321026
WERASARI,131866,3210262002,4,JAWA BARAT,32,MAJALENGKA,3210,MALAUSMA,321026
