nama,id,kode,tingkat,provinsi,kode_provinsi,kab_kota,kode_kab_kota,kecamatan,kode_kecamatan
CIBINONG,127863,3201011006,4,JAWA BARAT,32,BOGOR,3201,CIBINONG,320101
CIRIMEKAR,127868,3201011011,4,JAWA BARAT,32,BOGOR,3201,CIBINONG,320101
CIRIUNG,127867,3201011010,4,JAWA BARAT,32,BOGOR,3201,CIBINONG,320101
HARAPANJAYA,127860,3201011003,4,JAWA BARAT,32,BOGOR,3201,CIBINONG,320101
KARADENAN,127859,3201011002,4,JAWA BARAT,32,BOGOR,3201,CIBINONG,320101
NANGGEWER,127861,3201011004,4,JAWA BARAT,32,BOGOR,3201,CIBINONG,320101
NANGGEWER MEKAR,127862,3201011005,4,JAWA BARAT,32,BOGOR,3201,CIBINONG,320101
PABUARAN,127869,3201011012,4,JAWA BARAT,32,BOGOR,3201,CIBINONG,320101
PABUARAN MEKAR,127870,3201011013,4,JAWA BARAT,32,BOGOR,3201,CIBINONG,320101
PAKANSARI,127864,3201011007,4,JAWA BARAT,32,BOGOR,3201,CIBINONG,320101
PONDOK RAJEG,127858,3201011001,4,JAWA BARAT,32,BOGOR,3201,CIBINONG,320101
SUKAHATI,127866,3201011009,4,JAWA BARAT,32,BOGOR,3201,CIBINONG,320101
TENGAH,127865,3201011008,4,JAWA BARAT,32,BOGOR,3201,CIBINONG,320101
