nama,id,kode,tingkat,provinsi,kode_provinsi,kab_kota,kode_kab_kota,kecamatan,kode_kecamatan
BATUMALANG,133777,3218032009,4,JAWA BARAT,32,PANGANDARAN,3218,CIMERAK,321803
CIMERAK,133773,3218032005,4,JAWA BARAT,32,PANGANDARAN,3218,CIMERAK,321803
CIPARANTI,133770,3218032002,4,JAWA BARAT,32,PANGANDARAN,3218,CIMERAK,321803
KERTAHARJA,133769,3218032001,4,JAWA BARAT,32,PANGANDARAN,3218,CIMERAK,321803
KERTAMUKTI,133775,3218032007,4,JAWA BARAT,32,PANGANDARAN,3218,CIMERAK,321803
LEGOKJAWA,133771,3218032003,4,JAWA BARAT,32,PANGANDARAN,3218,CIMERAK,321803
LIMUSGEDE,133779,3218032011,4,JAWA BARAT,32,PANGANDARAN,3218,CIMERAK,321803
MASAWAH,133772,3218032004,4,JAWA BARAT,32,PANGANDARAN,3218,CIMERAK,321803
MEKARSARI,133778,3218032010,4,JAWA BARAT,32,PANGANDARAN,3218,CIMERAK,321803
SINDANGSARI,133776,3218032008,4,JAWA BARAT,32,PANGANDARAN,3218,CIMERAK,321803
SUKAJAYA,133774,3218032006,4,JAWA BARAT,32,PANGANDARAN,3218,CIMERAK,321803
