nama,id,kode,tingkat,provinsi,kode_provinsi,kab_kota,kode_kab_kota,kecamatan,kode_kecamatan
BOBOJONG,128863,3203082002,4,JAWA BARAT,32,CIANJUR,3203,MANDE,320308
CIANDAM,128868,3203082007,4,JAWA BARAT,32,CIANJUR,3203,MANDE,320308
CIKIDANGBAYABANG,128865,3203082004,4,JAWA BARAT,32,CIANJUR,3203,MANDE,320308
JAMALI,128864,3203082003,4,JAWA BARAT,32,CIANJUR,3203,MANDE,320308
KADEMANGAN,128862,3203082001,4,JAWA BARAT,32,CIANJUR,3203,MANDE,320308
KUTAWARINGIN,128872,3203082011,4,JAWA BARAT,32,CIANJUR,3203,MANDE,320308
LEUWIKOJA,128870,3203082009,4,JAWA BARAT,32,CIANJUR,3203,MANDE,320308
MANDE,128866,3203082005,4,JAWA BARAT,32,CIANJUR,3203,MANDE,320308
MEKARJAYA,128871,3203082010,4,JAWA BARAT,32,CIANJUR,3203,MANDE,320308
MULYASARI,128867,3203082006,4,JAWA BARAT,32,CIANJUR,3203,MANDE,320308
MURNISARI,128873,3203082012,4,JAWA BARAT,32,CIANJUR,3203,MANDE,320308
SUKAMANAH,128869,3203082008,4,JAWA BARAT,32,CIANJUR,3203,MANDE,320308
