nama,id,kode,tingkat,provinsi,kode_provinsi,kab_kota,kode_kab_kota,kecamatan,kode_kecamatan
CIKANDE,133352,3215302004,4,JAWA BARAT,32,KARAWANG,3215,CILEBAR,321530
CIPTAMARGI,133356,3215302008,4,JAWA BARAT,32,KARAWANG,3215,CILEBAR,321530
KERTAMUKTI,133349,3215302001,4,JAWA BARAT,32,KARAWANG,3215,CILEBAR,321530
KOSAMBIBATU,133353,3215302005,4,JAWA BARAT,32,KARAWANG,3215,CILEBAR,321530
MEKARPOHACI,133357,3215302009,4,JAWA BARAT,32,KARAWANG,3215,CILEBAR,321530
PUSAKAJAYA SELATAN,133351,3215302003,4,JAWA BARAT,32,KARAWANG,3215,CILEBAR,321530
PUSAKAJAYA UTARA,133354,3215302006,4,JAWA BARAT,32,KARAWANG,3215,CILEBAR,321530
RAWASARI,133350,3215302002,4,JAWA BARAT,32,KARAWANG,3215,CILEBAR,321530
SUKARATU,133355,3215302007,4,JAWA BARAT,32,KARAWANG,3215,CILEBAR,321530
TANJUNGSARI,133358,3215302010,4,JAWA BARAT,32,KARAWANG,3215,CILEBAR,321530
