nama,id,kode,tingkat,provinsi,kode_provinsi,kab_kota,kode_kab_kota,kecamatan,kode_kecamatan
CAMPAKA MEKAR,133659,3217082004,4,JAWA BARAT,32,BANDUNG BARAT,3217,PADALARANG,321708
CIBURUY,133661,3217082006,4,JAWA BARAT,32,BANDUNG BARAT,3217,PADALARANG,321708
CIMERANG,133658,3217082003,4,JAWA BARAT,32,BANDUNG BARAT,3217,PADALARANG,321708
CIPEUNDEUY,133663,3217082008,4,JAWA BARAT,32,BANDUNG BARAT,3217,PADALARANG,321708
JAYAMEKAR,133664,3217082009,4,JAWA BARAT,32,BANDUNG BARAT,3217,PADALARANG,321708
KERTAJAYA,133662,3217082007,4,JAWA BARAT,32,BANDUNG BARAT,3217,PADALARANG,321708
KERTAMULYA,133656,3217082001,4,JAWA BARAT,32,BANDUNG BARAT,3217,PADALARANG,321708
LAKSANAMEKAR,133665,3217082010,4,JAWA BARAT,32,BANDUNG BARAT,3217,PADALARANG,321708
PADALARANG,133657,3217082002,4,JAWA BARAT,32,BANDUNG BARAT,3217,PADALARANG,321708
TAGOGAPU,133660,3217082005,4,JAWA BARAT,32,BANDUNG BARAT,3217,PADALARANG,321708
