nama,id,kode,tingkat,provinsi,kode_provinsi,kab_kota,kode_kab_kota,kecamatan,kode_kecamatan
BANJARWANGI,129764,3205232001,4,JAWA BARAT,32,GARUT,3205,BANJARWANGI,320523
BOJONG,129773,3205232010,4,JAWA BARAT,32,GARUT,3205,BANJARWANGI,320523
DANGIANG,129771,3205232008,4,JAWA BARAT,32,GARUT,3205,BANJARWANGI,320523
JAYABAKTI,129769,3205232006,4,JAWA BARAT,32,GARUT,3205,BANJARWANGI,320523
KADONGDONG,129767,3205232004,4,JAWA BARAT,32,GARUT,3205,BANJARWANGI,320523
MULYAJAYA,129770,3205232007,4,JAWA BARAT,32,GARUT,3205,BANJARWANGI,320523
PADAHURIP,129766,3205232003,4,JAWA BARAT,32,GARUT,3205,BANJARWANGI,320523
TALAGAJAYA,129765,3205232002,4,JAWA BARAT,32,GARUT,3205,BANJARWANGI,320523
TALAGASARI,129768,3205232005,4,JAWA BARAT,32,GARUT,3205,BANJARWANGI,320523
TANJUNGJAYA,129772,3205232009,4,JAWA BARAT,32,GARUT,3205,BANJARWANGI,320523
WANGUNJAYA,129774,3205232011,4,JAWA BARAT,32,GARUT,3205,BANJARWANGI,320523
