nama,id,kode,tingkat,provinsi,kode_provinsi,kab_kota,kode_kab_kota,kecamatan,kode_kecamatan
CIPAYUNG,128184,3201262006,4,JAWA BARAT,32,BOGOR,3201,MEGAMENDUNG,320126
CIPAYUNG GIRANG,128187,3201262009,4,JAWA BARAT,32,BOGOR,3201,MEGAMENDUNG,320126
GADOG,128181,3201262003,4,JAWA BARAT,32,BOGOR,3201,MEGAMENDUNG,320126
KUTA,128180,3201262002,4,JAWA BARAT,32,BOGOR,3201,MEGAMENDUNG,320126
MEGAMENDUNG,128183,3201262005,4,JAWA BARAT,32,BOGOR,3201,MEGAMENDUNG,320126
PASIR ANGIN,128190,3201262012,4,JAWA BARAT,32,BOGOR,3201,MEGAMENDUNG,320126
SUKAGALIH,128186,3201262008,4,JAWA BARAT,32,BOGOR,3201,MEGAMENDUNG,320126
SUKAKARYA,128182,3201262004,4,JAWA BARAT,32,BOGOR,3201,MEGAMENDUNG,320126
SUKAMAHI,128188,3201262010,4,JAWA BARAT,32,BOGOR,3201,MEGAMENDUNG,320126
SUKAMAJU,128179,3201262001,4,JAWA BARAT,32,BOGOR,3201,MEGAMENDUNG,320126
SUKAMANAH,128185,3201262007,4,JAWA BARAT,32,BOGOR,3201,MEGAMENDUNG,320126
SUKARESMI,128189,3201262011,4,JAWA BARAT,32,BOGOR,3201,MEGAMENDUNG,320126
