nama,id,kode,tingkat,provinsi,kode_provinsi,kab_kota,kode_kab_kota,kecamatan,kode_kecamatan
BABAKANRADEN,127952,3201082002,4,JAWA BARAT,32,BOGOR,3201,CARIU,320108
BANTARKUNING,127957,3201082007,4,JAWA BARAT,32,BOGOR,3201,CARIU,320108
CARIU,127955,3201082005,4,JAWA BARAT,32,BOGOR,3201,CARIU,320108
CIBATUTIGA,127960,3201082010,4,JAWA BARAT,32,BOGOR,3201,CARIU,320108
CIKUTAMAHI,127953,3201082003,4,JAWA BARAT,32,BOGOR,3201,CARIU,320108
KARYAMEKAR,127951,3201082001,4,JAWA BARAT,32,BOGOR,3201,CARIU,320108
KUTAMEKAR,127954,3201082004,4,JAWA BARAT,32,BOGOR,3201,CARIU,320108
MEKARWANGI,127956,3201082006,4,JAWA BARAT,32,BOGOR,3201,CARIU,320108
SUKAJADI,127958,3201082008,4,JAWA BARAT,32,BOGOR,3201,CARIU,320108
TEGALPANJANG,127959,3201082009,4,JAWA BARAT,32,BOGOR,3201,CARIU,320108
