nama,id,kode,tingkat,provinsi,kode_provinsi,kab_kota,kode_kab_kota,kecamatan,kode_kecamatan
CIBATU,129620,3205122001,4,JAWA BARAT,32,GARUT,3205,CIBATU,320512
CIBUNAR,129622,3205122003,4,JAWA BARAT,32,GARUT,3205,CIBATU,320512
GIRIMUKTI,129628,3205122009,4,JAWA BARAT,32,GARUT,3205,CIBATU,320512
KARYAMUKTI,129627,3205122008,4,JAWA BARAT,32,GARUT,3205,CIBATU,320512
KERESEK,129629,3205122010,4,JAWA BARAT,32,GARUT,3205,CIBATU,320512
KERTAJAYA,129624,3205122005,4,JAWA BARAT,32,GARUT,3205,CIBATU,320512
MEKARSARI,129621,3205122002,4,JAWA BARAT,32,GARUT,3205,CIBATU,320512
PADASUKA,129626,3205122007,4,JAWA BARAT,32,GARUT,3205,CIBATU,320512
SINDANGSUKA,129623,3205122004,4,JAWA BARAT,32,GARUT,3205,CIBATU,320512
SUKALILAH,129625,3205122006,4,JAWA BARAT,32,GARUT,3205,CIBATU,320512
WANAKERTA,129630,3205122011,4,JAWA BARAT,32,GARUT,3205,CIBATU,320512
