nama,id,kode,tingkat,provinsi,kode_provinsi,kab_kota,kode_kab_kota,kecamatan,kode_kecamatan
CIWARAK,130148,3206192007,4,JAWA BARAT,32,TASIKMALAYA,3206,JATIWARAS,320619
JATIWARAS,130146,3206192005,4,JAWA BARAT,32,TASIKMALAYA,3206,JATIWARAS,320619
KAPUTIHAN,130142,3206192001,4,JAWA BARAT,32,TASIKMALAYA,3206,JATIWARAS,320619
KERSAGALIH,130149,3206192008,4,JAWA BARAT,32,TASIKMALAYA,3206,JATIWARAS,320619
KERTARAHAYU,130151,3206192010,4,JAWA BARAT,32,TASIKMALAYA,3206,JATIWARAS,320619
MANDALAHURIP,130152,3206192011,4,JAWA BARAT,32,TASIKMALAYA,3206,JATIWARAS,320619
MANDALAMEKAR,130150,3206192009,4,JAWA BARAT,32,TASIKMALAYA,3206,JATIWARAS,320619
NEGLASARI,130145,3206192004,4,JAWA BARAT,32,TASIKMALAYA,3206,JATIWARAS,320619
PAPAYAN,130147,3206192006,4,JAWA BARAT,32,TASIKMALAYA,3206,JATIWARAS,320619
SETIAWANGI,130143,3206192002,4,JAWA BARAT,32,TASIKMALAYA,3206,JATIWARAS,320619
SUKAKERTA,130144,3206192003,4,JAWA BARAT,32,TASIKMALAYA,3206,JATIWARAS,320619
