nama,id,kode,tingkat,provinsi,kode_provinsi,kab_kota,kode_kab_kota
BINONG,132598,321308,3,JAWA BARAT,32,SUBANG,3213
BLANAKAN,132643,321313,3,JAWA BARAT,32,SUBANG,3213
CIASEM,132608,321309,3,JAWA BARAT,32,SUBANG,3213
CIATER,132795,321329,3,JAWA BARAT,32,SUBANG,3213
CIBOGO,132684,321317,3,JAWA BARAT,32,SUBANG,3213
CIJAMBE,132705,321319,3,JAWA BARAT,32,SUBANG,3213
CIKAUM,132730,321322,3,JAWA BARAT,32,SUBANG,3213
CIPEUNDEUY,132714,321320,3,JAWA BARAT,32,SUBANG,3213
CIPUNAGARA,132694,321318,3,JAWA BARAT,32,SUBANG,3213
CISALAK,132536,321302,3,JAWA BARAT,32,SUBANG,3213
COMPRENG,132664,321315,3,JAWA BARAT,32,SUBANG,3213
DAWUAN,132774,321327,3,JAWA BARAT,32,SUBANG,3213
JALANCAGAK,132635,321312,3,JAWA BARAT,32,SUBANG,3213
KALIJATI,132556,321304,3,JAWA BARAT,32,SUBANG,3213
KASOMALANG,132765,321326,3,JAWA BARAT,32,SUBANG,3213
LEGONKULON,132722,321321,3,JAWA BARAT,32,SUBANG,3213
PABUARAN,132567,321305,3,JAWA BARAT,32,SUBANG,3213
PAGADEN,132587,321307,3,JAWA BARAT,32,SUBANG,3213
PAGADEN BARAT,132785,321328,3,JAWA BARAT,32,SUBANG,3213
PAMANUKAN,132626,321311,3,JAWA BARAT,32,SUBANG,3213
PATOKBEUSI,132673,321316,3,JAWA BARAT,32,SUBANG,3213
PURWADADI,132576,321306,3,JAWA BARAT,32,SUBANG,3213
PUSAKAJAYA,132803,321330,3,JAWA BARAT,32,SUBANG,3213
PUSAKANAGARA,132618,321310,3,JAWA BARAT,32,SUBANG,3213
SAGALAHERANG,132528,321301,3,JAWA BARAT,32,SUBANG,3213
SERANGPANJANG,132740,321323,3,JAWA BARAT,32,SUBANG,3213
SUBANG,132546,321303,3,JAWA BARAT,32,SUBANG,3213
SUKASARI,132747,321324,3,JAWA BARAT,32,SUBANG,3213
TAMBAKDAHAN,132755,321325,3,JAWA BARAT,32,SUBANG,3213
TANJUNGSIANG,132653,321314,3,JAWA BARAT,32,SUBANG,3213
