nama,id,kode,tingkat,provinsi,kode_provinsi,kab_kota,kode_kab_kota
ANJATAN,132441,321223,3,JAWA BARAT,32,INDRAMAYU,3212
ARAHAN,132396,321219,3,JAWA BARAT,32,INDRAMAYU,3212
BALONGAN,132333,321214,3,JAWA BARAT,32,INDRAMAYU,3212
BANGODUA,132231,321206,3,JAWA BARAT,32,INDRAMAYU,3212
BONGAS,132432,321222,3,JAWA BARAT,32,INDRAMAYU,3212
CANTIGI,132374,321217,3,JAWA BARAT,32,INDRAMAYU,3212
CIKEDUNG,132211,321204,3,JAWA BARAT,32,INDRAMAYU,3212
GABUSWETAN,132200,321203,3,JAWA BARAT,32,INDRAMAYU,3212
GANTAR,132464,321225,3,JAWA BARAT,32,INDRAMAYU,3212
HAURGEULIS,132179,321201,3,JAWA BARAT,32,INDRAMAYU,3212
INDRAMAYU,132344,321215,3,JAWA BARAT,32,INDRAMAYU,3212
JATIBARANG,132317,321213,3,JAWA BARAT,32,INDRAMAYU,3212
JUNTINYUAT,132289,321211,3,JAWA BARAT,32,INDRAMAYU,3212
KANDANGHAUR,132418,321221,3,JAWA BARAT,32,INDRAMAYU,3212
KARANGAMPEL,132277,321210,3,JAWA BARAT,32,INDRAMAYU,3212
KEDOKAN BUNDER,132490,321228,3,JAWA BARAT,32,INDRAMAYU,3212
KERTASEMAYA,132251,321208,3,JAWA BARAT,32,INDRAMAYU,3212
KRANGKENG,132265,321209,3,JAWA BARAT,32,INDRAMAYU,3212
KROYA,132190,321202,3,JAWA BARAT,32,INDRAMAYU,3212
LELEA,132219,321205,3,JAWA BARAT,32,INDRAMAYU,3212
LOHBENER,132383,321218,3,JAWA BARAT,32,INDRAMAYU,3212
LOSARANG,132405,321220,3,JAWA BARAT,32,INDRAMAYU,3212
PASEKAN,132498,321229,3,JAWA BARAT,32,INDRAMAYU,3212
PATROL,132519,321231,3,JAWA BARAT,32,INDRAMAYU,3212
SINDANG,132363,321216,3,JAWA BARAT,32,INDRAMAYU,3212
SLIYEG,132302,321212,3,JAWA BARAT,32,INDRAMAYU,3212
SUKAGUMIWANG,132482,321227,3,JAWA BARAT,32,INDRAMAYU,3212
SUKRA,132455,321224,3,JAWA BARAT,32,INDRAMAYU,3212
TERISI,132472,321226,3,JAWA BARAT,32,INDRAMAYU,3212
TUKDANA,132505,321230,3,JAWA BARAT,32,INDRAMAYU,3212
WIDASARI,132240,321207,3,JAWA BARAT,32,INDRAMAYU,3212
