nama,id,kode,tingkat,provinsi,kode_provinsi,kab_kota,kode_kab_kota
BUAHDUA,131979,321110,3,JAWA BARAT,32,SUMEDANG,3211
CIBUGEL,131910,321104,3,JAWA BARAT,32,SUMEDANG,3211
CIMALAKA,132124,321122,3,JAWA BARAT,32,SUMEDANG,3211
CIMANGGUNG,132027,321114,3,JAWA BARAT,32,SUMEDANG,3211
CISARUA,132139,321123,3,JAWA BARAT,32,SUMEDANG,3211
CISITU,131918,321105,3,JAWA BARAT,32,SUMEDANG,3211
CONGGEANG,131945,321107,3,JAWA BARAT,32,SUMEDANG,3211
DARMARAJA,131897,321103,3,JAWA BARAT,32,SUMEDANG,3211
GANEAS,132092,321119,3,JAWA BARAT,32,SUMEDANG,3211
JATIGEDE,132167,321126,3,JAWA BARAT,32,SUMEDANG,3211
JATINANGOR,132039,321115,3,JAWA BARAT,32,SUMEDANG,3211
JATINUNGGAL,131887,321102,3,JAWA BARAT,32,SUMEDANG,3211
PAMULIHAN,132015,321113,3,JAWA BARAT,32,SUMEDANG,3211
PASEH,131958,321108,3,JAWA BARAT,32,SUMEDANG,3211
RANCAKALONG,132052,321116,3,JAWA BARAT,32,SUMEDANG,3211
SITURAJA,131929,321106,3,JAWA BARAT,32,SUMEDANG,3211
SUKASARI,132007,321112,3,JAWA BARAT,32,SUMEDANG,3211
SUMEDANG SELATAN,132063,321117,3,JAWA BARAT,32,SUMEDANG,3211
SUMEDANG UTARA,132078,321118,3,JAWA BARAT,32,SUMEDANG,3211
SURIAN,131969,321109,3,JAWA BARAT,32,SUMEDANG,3211
TANJUNGKERTA,132101,321120,3,JAWA BARAT,32,SUMEDANG,3211
TANJUNGMEDAR,132114,321121,3,JAWA BARAT,32,SUMEDANG,3211
TANJUNGSARI,131994,321111,3,JAWA BARAT,32,SUMEDANG,3211
TOMO,132147,321124,3,JAWA BARAT,32,SUMEDANG,3211
UJUNGJAYA,132157,321125,3,JAWA BARAT,32,SUMEDANG,3211
WADO,131876,321101,3,JAWA BARAT,32,SUMEDANG,3211
