nama,id,kode,tingkat,provinsi,kode_provinsi,kab_kota,kode_kab_kota,kecamatan,kode_kecamatan,desa,kode_desa
TPS 001,38390001,3215052005001,5,JAWA BARAT,32,KARAWANG,3215,KLARI,321505,SUMURKONDANG,3215052005
TPS 002,38390002,3215052005002,5,JAWA BARAT,32,KARAWANG,3215,KLARI,321505,SUMURKONDANG,3215052005
TPS 003,38390003,3215052005003,5,JAWA BARAT,32,KARAWANG,3215,KLARI,321505,SUMURKONDANG,3215052005
TPS 004,38390004,3215052005004,5,JAWA BARAT,32,KARAWANG,3215,KLARI,321505,SUMURKONDANG,3215052005
TPS 005,38390005,3215052005005,5,JAWA BARAT,32,KARAWANG,3215,KLARI,321505,SUMURKONDANG,3215052005
TPS 006,38390006,3215052005006,5,JAWA BARAT,32,KARAWANG,3215,KLARI,321505,SUMURKONDANG,3215052005
TPS 007,38390007,3215052005007,5,JAWA BARAT,32,KARAWANG,3215,KLARI,321505,SUMURKONDANG,3215052005
TPS 008,38390008,3215052005008,5,JAWA BARAT,32,KARAWANG,3215,KLARI,321505,SUMURKONDANG,3215052005
TPS 009,38390009,3215052005009,5,JAWA BARAT,32,KARAWANG,3215,KLARI,321505,SUMURKONDANG,3215052005
TPS 010,38390010,3215052005010,5,JAWA BARAT,32,KARAWANG,3215,KLARI,321505,SUMURKONDANG,3215052005
TPS 011,38390011,3215052005011,5,JAWA BARAT,32,KARAWANG,3215,KLARI,321505,SUMURKONDANG,3215052005
TPS 012,38390012,3215052005012,5,JAWA BARAT,32,KARAWANG,3215,KLARI,321505,SUMURKONDANG,3215052005
TPS 013,38390013,3215052005013,5,JAWA BARAT,32,KARAWANG,3215,KLARI,321505,SUMURKONDANG,3215052005
TPS 014,38390014,3215052005014,5,JAWA BARAT,32,KARAWANG,3215,KLARI,321505,SUMURKONDANG,3215052005
TPS 015,38390015,3215052005015,5,JAWA BARAT,32,KARAWANG,3215,KLARI,321505,SUMURKONDANG,3215052005
TPS 016,38390016,3215052005016,5,JAWA BARAT,32,KARAWANG,3215,KLARI,321505,SUMURKONDANG,3215052005
TPS 017,38390017,3215052005017,5,JAWA BARAT,32,KARAWANG,3215,KLARI,321505,SUMURKONDANG,3215052005
