nama,id,kode,tingkat,provinsi,kode_provinsi,kab_kota,kode_kab_kota,kecamatan,kode_kecamatan,desa,kode_desa
TPS 001,39499001,3276111006001,5,JAWA BARAT,32,KOTA DEPOK,3276,BOJONGSARI,327611,DUREN MEKAR,3276111006
TPS 002,39499002,3276111006002,5,JAWA BARAT,32,KOTA DEPOK,3276,BOJONGSARI,327611,DUREN MEKAR,3276111006
TPS 003,39499003,3276111006003,5,JAWA BARAT,32,KOTA DEPOK,3276,BOJONGSARI,327611,DUREN MEKAR,3276111006
TPS 004,39499004,3276111006004,5,JAWA BARAT,32,KOTA DEPOK,3276,BOJONGSARI,327611,DUREN MEKAR,3276111006
TPS 005,39499005,3276111006005,5,JAWA BARAT,32,KOTA DEPOK,3276,BOJONGSARI,327611,DUREN MEKAR,3276111006
TPS 006,39499006,3276111006006,5,JAWA BARAT,32,KOTA DEPOK,3276,BOJONGSARI,327611,DUREN MEKAR,3276111006
TPS 007,39499007,3276111006007,5,JAWA BARAT,32,KOTA DEPOK,3276,BOJONGSARI,327611,DUREN MEKAR,3276111006
TPS 008,39499008,3276111006008,5,JAWA BARAT,32,KOTA DEPOK,3276,BOJONGSARI,327611,DUREN MEKAR,3276111006
TPS 009,39499009,3276111006009,5,JAWA BARAT,32,KOTA DEPOK,3276,BOJONGSARI,327611,DUREN MEKAR,3276111006
TPS 010,39499010,3276111006010,5,JAWA BARAT,32,KOTA DEPOK,3276,BOJONGSARI,327611,DUREN MEKAR,3276111006
TPS 011,39499011,3276111006011,5,JAWA BARAT,32,KOTA DEPOK,3276,BOJONGSARI,327611,DUREN MEKAR,3276111006
TPS 012,39499012,3276111006012,5,JAWA BARAT,32,KOTA DEPOK,3276,BOJONGSARI,327611,DUREN MEKAR,3276111006
TPS 013,39499013,3276111006013,5,JAWA BARAT,32,KOTA DEPOK,3276,BOJONGSARI,327611,DUREN MEKAR,3276111006
TPS 014,39499014,3276111006014,5,JAWA BARAT,32,KOTA DEPOK,3276,BOJONGSARI,327611,DUREN MEKAR,3276111006
TPS 015,39499015,3276111006015,5,JAWA BARAT,32,KOTA DEPOK,3276,BOJONGSARI,327611,DUREN MEKAR,3276111006
TPS 016,39499016,3276111006016,5,JAWA BARAT,32,KOTA DEPOK,3276,BOJONGSARI,327611,DUREN MEKAR,3276111006
TPS 017,39499017,3276111006017,5,JAWA BARAT,32,KOTA DEPOK,3276,BOJONGSARI,327611,DUREN MEKAR,3276111006
TPS 018,39499018,3276111006018,5,JAWA BARAT,32,KOTA DEPOK,3276,BOJONGSARI,327611,DUREN MEKAR,3276111006
TPS 019,39499019,3276111006019,5,JAWA BARAT,32,KOTA DEPOK,3276,BOJONGSARI,327611,DUREN MEKAR,3276111006
TPS 020,39499020,3276111006020,5,JAWA BARAT,32,KOTA DEPOK,3276,BOJONGSARI,327611,DUREN MEKAR,3276111006
TPS 021,39499021,3276111006021,5,JAWA BARAT,32,KOTA DEPOK,3276,BOJONGSARI,327611,DUREN MEKAR,3276111006
TPS 022,39499022,3276111006022,5,JAWA BARAT,32,KOTA DEPOK,3276,BOJONGSARI,327611,DUREN MEKAR,3276111006
TPS 023,39499023,3276111006023,5,JAWA BARAT,32,KOTA DEPOK,3276,BOJONGSARI,327611,DUREN MEKAR,3276111006
TPS 024,39499024,3276111006024,5,JAWA BARAT,32,KOTA DEPOK,3276,BOJONGSARI,327611,DUREN MEKAR,3276111006
TPS 025,39499025,3276111006025,5,JAWA BARAT,32,KOTA DEPOK,3276,BOJONGSARI,327611,DUREN MEKAR,3276111006
TPS 026,39499026,3276111006026,5,JAWA BARAT,32,KOTA DEPOK,3276,BOJONGSARI,327611,DUREN MEKAR,3276111006
