nama,id,kode,tingkat,provinsi,kode_provinsi,kab_kota,kode_kab_kota,kecamatan,kode_kecamatan,desa,kode_desa
TPS 001,38262001,3214092005001,5,JAWA BARAT,32,PURWAKARTA,3214,WANAYASA,321409,NAGROG,3214092005
TPS 002,38262002,3214092005002,5,JAWA BARAT,32,PURWAKARTA,3214,WANAYASA,321409,NAGROG,3214092005
TPS 003,38262003,3214092005003,5,JAWA BARAT,32,PURWAKARTA,3214,WANAYASA,321409,NAGROG,3214092005
TPS 004,38262004,3214092005004,5,JAWA BARAT,32,PURWAKARTA,3214,WANAYASA,321409,NAGROG,3214092005
TPS 005,38262005,3214092005005,5,JAWA BARAT,32,PURWAKARTA,3214,WANAYASA,321409,NAGROG,3214092005
TPS 006,38262006,3214092005006,5,JAWA BARAT,32,PURWAKARTA,3214,WANAYASA,321409,NAGROG,3214092005
TPS 007,38262007,3214092005007,5,JAWA BARAT,32,PURWAKARTA,3214,WANAYASA,321409,NAGROG,3214092005
TPS 008,38262008,3214092005008,5,JAWA BARAT,32,PURWAKARTA,3214,WANAYASA,321409,NAGROG,3214092005
