nama,id,kode,tingkat,provinsi,kode_provinsi,kab_kota,kode_kab_kota,kecamatan,kode_kecamatan,desa,kode_desa
TPS 001,37283001,3210232010001,5,JAWA BARAT,32,MAJALENGKA,3210,CINGAMBUL,321023,RAWA,3210232010
TPS 002,37283002,3210232010002,5,JAWA BARAT,32,MAJALENGKA,3210,CINGAMBUL,321023,RAWA,3210232010
TPS 003,37283003,3210232010003,5,JAWA BARAT,32,MAJALENGKA,3210,CINGAMBUL,321023,RAWA,3210232010
TPS 004,37283004,3210232010004,5,JAWA BARAT,32,MAJALENGKA,3210,CINGAMBUL,321023,RAWA,3210232010
TPS 005,37283005,3210232010005,5,JAWA BARAT,32,MAJALENGKA,3210,CINGAMBUL,321023,RAWA,3210232010
TPS 006,37283006,3210232010006,5,JAWA BARAT,32,MAJALENGKA,3210,CINGAMBUL,321023,RAWA,3210232010
TPS 007,37283007,3210232010007,5,JAWA BARAT,32,MAJALENGKA,3210,CINGAMBUL,321023,RAWA,3210232010
TPS 008,37283008,3210232010008,5,JAWA BARAT,32,MAJALENGKA,3210,CINGAMBUL,321023,RAWA,3210232010
TPS 009,37283009,3210232010009,5,JAWA BARAT,32,MAJALENGKA,3210,CINGAMBUL,321023,RAWA,3210232010
TPS 010,37283010,3210232010010,5,JAWA BARAT,32,MAJALENGKA,3210,CINGAMBUL,321023,RAWA,3210232010
TPS 011,37283011,3210232010011,5,JAWA BARAT,32,MAJALENGKA,3210,CINGAMBUL,321023,RAWA,3210232010
TPS 012,37283012,3210232010012,5,JAWA BARAT,32,MAJALENGKA,3210,CINGAMBUL,321023,RAWA,3210232010
TPS 013,37283013,3210232010013,5,JAWA BARAT,32,MAJALENGKA,3210,CINGAMBUL,321023,RAWA,3210232010
TPS 014,37283014,3210232010014,5,JAWA BARAT,32,MAJALENGKA,3210,CINGAMBUL,321023,RAWA,3210232010
TPS 015,37283015,3210232010015,5,JAWA BARAT,32,MAJALENGKA,3210,CINGAMBUL,321023,RAWA,3210232010
TPS 016,37283016,3210232010016,5,JAWA BARAT,32,MAJALENGKA,3210,CINGAMBUL,321023,RAWA,3210232010
TPS 017,37283017,3210232010017,5,JAWA BARAT,32,MAJALENGKA,3210,CINGAMBUL,321023,RAWA,3210232010
