nama,id,kode,tingkat,provinsi,kode_provinsi,kab_kota,kode_kab_kota,kecamatan,kode_kecamatan,desa,kode_desa
TPS 001,34827001,3203322003001,5,JAWA BARAT,32,CIANJUR,3203,PASIRKUDA,320332,PUSAKAJAYA,3203322003
TPS 002,34827002,3203322003002,5,JAWA BARAT,32,CIANJUR,3203,PASIRKUDA,320332,PUSAKAJAYA,3203322003
TPS 003,34827003,3203322003003,5,JAWA BARAT,32,CIANJUR,3203,PASIRKUDA,320332,PUSAKAJAYA,3203322003
TPS 004,34827004,3203322003004,5,JAWA BARAT,32,CIANJUR,3203,PASIRKUDA,320332,PUSAKAJAYA,3203322003
TPS 005,34827005,3203322003005,5,JAWA BARAT,32,CIANJUR,3203,PASIRKUDA,320332,PUSAKAJAYA,3203322003
TPS 006,34827006,3203322003006,5,JAWA BARAT,32,CIANJUR,3203,PASIRKUDA,320332,PUSAKAJAYA,3203322003
TPS 007,34827007,3203322003007,5,JAWA BARAT,32,CIANJUR,3203,PASIRKUDA,320332,PUSAKAJAYA,3203322003
TPS 008,34827008,3203322003008,5,JAWA BARAT,32,CIANJUR,3203,PASIRKUDA,320332,PUSAKAJAYA,3203322003
TPS 009,34827009,3203322003009,5,JAWA BARAT,32,CIANJUR,3203,PASIRKUDA,320332,PUSAKAJAYA,3203322003
TPS 010,34827010,3203322003010,5,JAWA BARAT,32,CIANJUR,3203,PASIRKUDA,320332,PUSAKAJAYA,3203322003
TPS 011,34827011,3203322003011,5,JAWA BARAT,32,CIANJUR,3203,PASIRKUDA,320332,PUSAKAJAYA,3203322003
TPS 012,34827012,3203322003012,5,JAWA BARAT,32,CIANJUR,3203,PASIRKUDA,320332,PUSAKAJAYA,3203322003
TPS 013,34827013,3203322003013,5,JAWA BARAT,32,CIANJUR,3203,PASIRKUDA,320332,PUSAKAJAYA,3203322003
TPS 014,34827014,3203322003014,5,JAWA BARAT,32,CIANJUR,3203,PASIRKUDA,320332,PUSAKAJAYA,3203322003
