nama,id,kode,tingkat,provinsi,kode_provinsi,kab_kota,kode_kab_kota,kecamatan,kode_kecamatan,desa,kode_desa
TPS 001,37913001,3213012009001,5,JAWA BARAT,32,SUBANG,3213,SAGALAHERANG,321301,LELES,3213012009
TPS 002,37913002,3213012009002,5,JAWA BARAT,32,SUBANG,3213,SAGALAHERANG,321301,LELES,3213012009
TPS 003,37913003,3213012009003,5,JAWA BARAT,32,SUBANG,3213,SAGALAHERANG,321301,LELES,3213012009
TPS 004,37913004,3213012009004,5,JAWA BARAT,32,SUBANG,3213,SAGALAHERANG,321301,LELES,3213012009
TPS 005,37913005,3213012009005,5,JAWA BARAT,32,SUBANG,3213,SAGALAHERANG,321301,LELES,3213012009
TPS 006,37913006,3213012009006,5,JAWA BARAT,32,SUBANG,3213,SAGALAHERANG,321301,LELES,3213012009
TPS 007,37913007,3213012009007,5,JAWA BARAT,32,SUBANG,3213,SAGALAHERANG,321301,LELES,3213012009
TPS 008,37913008,3213012009008,5,JAWA BARAT,32,SUBANG,3213,SAGALAHERANG,321301,LELES,3213012009
TPS 009,37913009,3213012009009,5,JAWA BARAT,32,SUBANG,3213,SAGALAHERANG,321301,LELES,3213012009
TPS 010,37913010,3213012009010,5,JAWA BARAT,32,SUBANG,3213,SAGALAHERANG,321301,LELES,3213012009
TPS 011,37913011,3213012009011,5,JAWA BARAT,32,SUBANG,3213,SAGALAHERANG,321301,LELES,3213012009
