nama,id,kode,tingkat,provinsi,kode_provinsi,kab_kota,kode_kab_kota,kecamatan,kode_kecamatan,desa,kode_desa
TPS 001,34773001,3203262004001,5,JAWA BARAT,32,CIANJUR,3203,CIKADU,320326,PADALUYU,3203262004
TPS 002,34773002,3203262004002,5,JAWA BARAT,32,CIANJUR,3203,CIKADU,320326,PADALUYU,3203262004
TPS 003,34773003,3203262004003,5,JAWA BARAT,32,CIANJUR,3203,CIKADU,320326,PADALUYU,3203262004
TPS 004,34773004,3203262004004,5,JAWA BARAT,32,CIANJUR,3203,CIKADU,320326,PADALUYU,3203262004
TPS 005,34773005,3203262004005,5,JAWA BARAT,32,CIANJUR,3203,CIKADU,320326,PADALUYU,3203262004
TPS 006,34773006,3203262004006,5,JAWA BARAT,32,CIANJUR,3203,CIKADU,320326,PADALUYU,3203262004
TPS 007,34773007,3203262004007,5,JAWA BARAT,32,CIANJUR,3203,CIKADU,320326,PADALUYU,3203262004
TPS 008,34773008,3203262004008,5,JAWA BARAT,32,CIANJUR,3203,CIKADU,320326,PADALUYU,3203262004
TPS 009,34773009,3203262004009,5,JAWA BARAT,32,CIANJUR,3203,CIKADU,320326,PADALUYU,3203262004
TPS 010,34773010,3203262004010,5,JAWA BARAT,32,CIANJUR,3203,CIKADU,320326,PADALUYU,3203262004
TPS 011,34773011,3203262004011,5,JAWA BARAT,32,CIANJUR,3203,CIKADU,320326,PADALUYU,3203262004
TPS 012,34773012,3203262004012,5,JAWA BARAT,32,CIANJUR,3203,CIKADU,320326,PADALUYU,3203262004
