nama,id,kode,tingkat,provinsi,kode_provinsi,kab_kota,kode_kab_kota,kecamatan,kode_kecamatan,desa,kode_desa
TPS 001,36877001,3209302007001,5,JAWA BARAT,32,CIREBON,3209,GEBANG,320930,GEBANG KULON,3209302007
TPS 002,36877002,3209302007002,5,JAWA BARAT,32,CIREBON,3209,GEBANG,320930,GEBANG KULON,3209302007
TPS 003,36877003,3209302007003,5,JAWA BARAT,32,CIREBON,3209,GEBANG,320930,GEBANG KULON,3209302007
TPS 004,36877004,3209302007004,5,JAWA BARAT,32,CIREBON,3209,GEBANG,320930,GEBANG KULON,3209302007
TPS 005,36877005,3209302007005,5,JAWA BARAT,32,CIREBON,3209,GEBANG,320930,GEBANG KULON,3209302007
TPS 006,36877006,3209302007006,5,JAWA BARAT,32,CIREBON,3209,GEBANG,320930,GEBANG KULON,3209302007
TPS 007,36877007,3209302007007,5,JAWA BARAT,32,CIREBON,3209,GEBANG,320930,GEBANG KULON,3209302007
TPS 008,36877008,3209302007008,5,JAWA BARAT,32,CIREBON,3209,GEBANG,320930,GEBANG KULON,3209302007
TPS 009,36877009,3209302007009,5,JAWA BARAT,32,CIREBON,3209,GEBANG,320930,GEBANG KULON,3209302007
TPS 010,36877010,3209302007010,5,JAWA BARAT,32,CIREBON,3209,GEBANG,320930,GEBANG KULON,3209302007
TPS 011,36877011,3209302007011,5,JAWA BARAT,32,CIREBON,3209,GEBANG,320930,GEBANG KULON,3209302007
TPS 012,36877012,3209302007012,5,JAWA BARAT,32,CIREBON,3209,GEBANG,320930,GEBANG KULON,3209302007
TPS 013,36877013,3209302007013,5,JAWA BARAT,32,CIREBON,3209,GEBANG,320930,GEBANG KULON,3209302007
TPS 014,36877014,3209302007014,5,JAWA BARAT,32,CIREBON,3209,GEBANG,320930,GEBANG KULON,3209302007
TPS 015,36877015,3209302007015,5,JAWA BARAT,32,CIREBON,3209,GEBANG,320930,GEBANG KULON,3209302007
TPS 016,36877016,3209302007016,5,JAWA BARAT,32,CIREBON,3209,GEBANG,320930,GEBANG KULON,3209302007
TPS 017,36877017,3209302007017,5,JAWA BARAT,32,CIREBON,3209,GEBANG,320930,GEBANG KULON,3209302007
TPS 018,36877018,3209302007018,5,JAWA BARAT,32,CIREBON,3209,GEBANG,320930,GEBANG KULON,3209302007
TPS 019,36877019,3209302007019,5,JAWA BARAT,32,CIREBON,3209,GEBANG,320930,GEBANG KULON,3209302007
TPS 020,36877020,3209302007020,5,JAWA BARAT,32,CIREBON,3209,GEBANG,320930,GEBANG KULON,3209302007
TPS 021,36877021,3209302007021,5,JAWA BARAT,32,CIREBON,3209,GEBANG,320930,GEBANG KULON,3209302007
TPS 022,36877022,3209302007022,5,JAWA BARAT,32,CIREBON,3209,GEBANG,320930,GEBANG KULON,3209302007
TPS 023,36877023,3209302007023,5,JAWA BARAT,32,CIREBON,3209,GEBANG,320930,GEBANG KULON,3209302007
TPS 024,36877024,3209302007024,5,JAWA BARAT,32,CIREBON,3209,GEBANG,320930,GEBANG KULON,3209302007
