nama,id,kode,tingkat,provinsi,kode_provinsi,kab_kota,kode_kab_kota,kecamatan,kode_kecamatan,desa,kode_desa
TPS 001,37843001,3212232013001,5,JAWA BARAT,32,INDRAMAYU,3212,ANJATAN,321223,ANJATAN UTARA,3212232013
TPS 002,37843002,3212232013002,5,JAWA BARAT,32,INDRAMAYU,3212,ANJATAN,321223,ANJATAN UTARA,3212232013
TPS 003,37843003,3212232013003,5,JAWA BARAT,32,INDRAMAYU,3212,ANJATAN,321223,ANJATAN UTARA,3212232013
TPS 004,37843004,3212232013004,5,JAWA BARAT,32,INDRAMAYU,3212,ANJATAN,321223,ANJATAN UTARA,3212232013
TPS 005,37843005,3212232013005,5,JAWA BARAT,32,INDRAMAYU,3212,ANJATAN,321223,ANJATAN UTARA,3212232013
TPS 006,37843006,3212232013006,5,JAWA BARAT,32,INDRAMAYU,3212,ANJATAN,321223,ANJATAN UTARA,3212232013
TPS 007,37843007,3212232013007,5,JAWA BARAT,32,INDRAMAYU,3212,ANJATAN,321223,ANJATAN UTARA,3212232013
TPS 008,37843008,3212232013008,5,JAWA BARAT,32,INDRAMAYU,3212,ANJATAN,321223,ANJATAN UTARA,3212232013
TPS 009,37843009,3212232013009,5,JAWA BARAT,32,INDRAMAYU,3212,ANJATAN,321223,ANJATAN UTARA,3212232013
TPS 010,37843010,3212232013010,5,JAWA BARAT,32,INDRAMAYU,3212,ANJATAN,321223,ANJATAN UTARA,3212232013
TPS 011,37843011,3212232013011,5,JAWA BARAT,32,INDRAMAYU,3212,ANJATAN,321223,ANJATAN UTARA,3212232013
TPS 012,37843012,3212232013012,5,JAWA BARAT,32,INDRAMAYU,3212,ANJATAN,321223,ANJATAN UTARA,3212232013
TPS 013,37843013,3212232013013,5,JAWA BARAT,32,INDRAMAYU,3212,ANJATAN,321223,ANJATAN UTARA,3212232013
TPS 014,37843014,3212232013014,5,JAWA BARAT,32,INDRAMAYU,3212,ANJATAN,321223,ANJATAN UTARA,3212232013
TPS 015,37843015,3212232013015,5,JAWA BARAT,32,INDRAMAYU,3212,ANJATAN,321223,ANJATAN UTARA,3212232013
TPS 016,37843016,3212232013016,5,JAWA BARAT,32,INDRAMAYU,3212,ANJATAN,321223,ANJATAN UTARA,3212232013
TPS 017,37843017,3212232013017,5,JAWA BARAT,32,INDRAMAYU,3212,ANJATAN,321223,ANJATAN UTARA,3212232013
TPS 018,37843018,3212232013018,5,JAWA BARAT,32,INDRAMAYU,3212,ANJATAN,321223,ANJATAN UTARA,3212232013
TPS 019,37843019,3212232013019,5,JAWA BARAT,32,INDRAMAYU,3212,ANJATAN,321223,ANJATAN UTARA,3212232013
TPS 020,37843020,3212232013020,5,JAWA BARAT,32,INDRAMAYU,3212,ANJATAN,321223,ANJATAN UTARA,3212232013
TPS 021,37843021,3212232013021,5,JAWA BARAT,32,INDRAMAYU,3212,ANJATAN,321223,ANJATAN UTARA,3212232013
TPS 022,37843022,3212232013022,5,JAWA BARAT,32,INDRAMAYU,3212,ANJATAN,321223,ANJATAN UTARA,3212232013
TPS 023,37843023,3212232013023,5,JAWA BARAT,32,INDRAMAYU,3212,ANJATAN,321223,ANJATAN UTARA,3212232013
