nama,id,kode,tingkat,provinsi,kode_provinsi,kab_kota,kode_kab_kota,kecamatan,kode_kecamatan,desa,kode_desa
TPS 001,34269001,3202212009001,5,JAWA BARAT,32,SUKABUMI,3202,JAMPANGKULON,320221,TANJUNG,3202212009
TPS 002,34269002,3202212009002,5,JAWA BARAT,32,SUKABUMI,3202,JAMPANGKULON,320221,TANJUNG,3202212009
TPS 003,34269003,3202212009003,5,JAWA BARAT,32,SUKABUMI,3202,JAMPANGKULON,320221,TANJUNG,3202212009
TPS 004,34269004,3202212009004,5,JAWA BARAT,32,SUKABUMI,3202,JAMPANGKULON,320221,TANJUNG,3202212009
TPS 005,34269005,3202212009005,5,JAWA BARAT,32,SUKABUMI,3202,JAMPANGKULON,320221,TANJUNG,3202212009
TPS 006,34269006,3202212009006,5,JAWA BARAT,32,SUKABUMI,3202,JAMPANGKULON,320221,TANJUNG,3202212009
TPS 007,34269007,3202212009007,5,JAWA BARAT,32,SUKABUMI,3202,JAMPANGKULON,320221,TANJUNG,3202212009
TPS 008,34269008,3202212009008,5,JAWA BARAT,32,SUKABUMI,3202,JAMPANGKULON,320221,TANJUNG,3202212009
TPS 009,34269009,3202212009009,5,JAWA BARAT,32,SUKABUMI,3202,JAMPANGKULON,320221,TANJUNG,3202212009
TPS 010,34269010,3202212009010,5,JAWA BARAT,32,SUKABUMI,3202,JAMPANGKULON,320221,TANJUNG,3202212009
TPS 011,34269011,3202212009011,5,JAWA BARAT,32,SUKABUMI,3202,JAMPANGKULON,320221,TANJUNG,3202212009
TPS 012,34269012,3202212009012,5,JAWA BARAT,32,SUKABUMI,3202,JAMPANGKULON,320221,TANJUNG,3202212009
TPS 013,34269013,3202212009013,5,JAWA BARAT,32,SUKABUMI,3202,JAMPANGKULON,320221,TANJUNG,3202212009
TPS 014,34269014,3202212009014,5,JAWA BARAT,32,SUKABUMI,3202,JAMPANGKULON,320221,TANJUNG,3202212009
TPS 015,34269015,3202212009015,5,JAWA BARAT,32,SUKABUMI,3202,JAMPANGKULON,320221,TANJUNG,3202212009
