nama,id,kode,tingkat,provinsi,kode_provinsi,kab_kota,kode_kab_kota,kecamatan,kode_kecamatan,desa,kode_desa
TPS 001,35812001,3206282005001,5,JAWA BARAT,32,TASIKMALAYA,3206,LEUWISARI,320628,JAYAMUKTI,3206282005
TPS 002,35812002,3206282005002,5,JAWA BARAT,32,TASIKMALAYA,3206,LEUWISARI,320628,JAYAMUKTI,3206282005
TPS 003,35812003,3206282005003,5,JAWA BARAT,32,TASIKMALAYA,3206,LEUWISARI,320628,JAYAMUKTI,3206282005
TPS 004,35812004,3206282005004,5,JAWA BARAT,32,TASIKMALAYA,3206,LEUWISARI,320628,JAYAMUKTI,3206282005
TPS 005,35812005,3206282005005,5,JAWA BARAT,32,TASIKMALAYA,3206,LEUWISARI,320628,JAYAMUKTI,3206282005
TPS 006,35812006,3206282005006,5,JAWA BARAT,32,TASIKMALAYA,3206,LEUWISARI,320628,JAYAMUKTI,3206282005
TPS 007,35812007,3206282005007,5,JAWA BARAT,32,TASIKMALAYA,3206,LEUWISARI,320628,JAYAMUKTI,3206282005
TPS 008,35812008,3206282005008,5,JAWA BARAT,32,TASIKMALAYA,3206,LEUWISARI,320628,JAYAMUKTI,3206282005
TPS 009,35812009,3206282005009,5,JAWA BARAT,32,TASIKMALAYA,3206,LEUWISARI,320628,JAYAMUKTI,3206282005
TPS 010,35812010,3206282005010,5,JAWA BARAT,32,TASIKMALAYA,3206,LEUWISARI,320628,JAYAMUKTI,3206282005
TPS 011,35812011,3206282005011,5,JAWA BARAT,32,TASIKMALAYA,3206,LEUWISARI,320628,JAYAMUKTI,3206282005
TPS 012,35812012,3206282005012,5,JAWA BARAT,32,TASIKMALAYA,3206,LEUWISARI,320628,JAYAMUKTI,3206282005
TPS 013,35812013,3206282005013,5,JAWA BARAT,32,TASIKMALAYA,3206,LEUWISARI,320628,JAYAMUKTI,3206282005
TPS 014,35812014,3206282005014,5,JAWA BARAT,32,TASIKMALAYA,3206,LEUWISARI,320628,JAYAMUKTI,3206282005
TPS 015,35812015,3206282005015,5,JAWA BARAT,32,TASIKMALAYA,3206,LEUWISARI,320628,JAYAMUKTI,3206282005
TPS 016,35812016,3206282005016,5,JAWA BARAT,32,TASIKMALAYA,3206,LEUWISARI,320628,JAYAMUKTI,3206282005
TPS 017,35812017,3206282005017,5,JAWA BARAT,32,TASIKMALAYA,3206,LEUWISARI,320628,JAYAMUKTI,3206282005
