nama,id,kode,tingkat,provinsi,kode_provinsi,kab_kota,kode_kab_kota,kecamatan,kode_kecamatan,desa,kode_desa
TPS 001,35175001,3205052007001,5,JAWA BARAT,32,GARUT,3205,TAROGONG KIDUL,320505,SUKABAKTI,3205052007
TPS 002,35175002,3205052007002,5,JAWA BARAT,32,GARUT,3205,TAROGONG KIDUL,320505,SUKABAKTI,3205052007
TPS 003,35175003,3205052007003,5,JAWA BARAT,32,GARUT,3205,TAROGONG KIDUL,320505,SUKABAKTI,3205052007
TPS 004,35175004,3205052007004,5,JAWA BARAT,32,GARUT,3205,TAROGONG KIDUL,320505,SUKABAKTI,3205052007
TPS 005,35175005,3205052007005,5,JAWA BARAT,32,GARUT,3205,TAROGONG KIDUL,320505,SUKABAKTI,3205052007
TPS 006,35175006,3205052007006,5,JAWA BARAT,32,GARUT,3205,TAROGONG KIDUL,320505,SUKABAKTI,3205052007
TPS 007,35175007,3205052007007,5,JAWA BARAT,32,GARUT,3205,TAROGONG KIDUL,320505,SUKABAKTI,3205052007
TPS 008,35175008,3205052007008,5,JAWA BARAT,32,GARUT,3205,TAROGONG KIDUL,320505,SUKABAKTI,3205052007
TPS 009,35175009,3205052007009,5,JAWA BARAT,32,GARUT,3205,TAROGONG KIDUL,320505,SUKABAKTI,3205052007
TPS 010,35175010,3205052007010,5,JAWA BARAT,32,GARUT,3205,TAROGONG KIDUL,320505,SUKABAKTI,3205052007
TPS 011,35175011,3205052007011,5,JAWA BARAT,32,GARUT,3205,TAROGONG KIDUL,320505,SUKABAKTI,3205052007
TPS 012,35175012,3205052007012,5,JAWA BARAT,32,GARUT,3205,TAROGONG KIDUL,320505,SUKABAKTI,3205052007
