nama,id,kode,tingkat,provinsi,kode_provinsi,kab_kota,kode_kab_kota,kecamatan,kode_kecamatan,desa,kode_desa
TPS 001,33681001,3201032004001,5,JAWA BARAT,32,BOGOR,3201,CITEUREUP,320103,TAJUR,3201032004
TPS 002,33681002,3201032004002,5,JAWA BARAT,32,BOGOR,3201,CITEUREUP,320103,TAJUR,3201032004
TPS 003,33681003,3201032004003,5,JAWA BARAT,32,BOGOR,3201,CITEUREUP,320103,TAJUR,3201032004
TPS 004,33681004,3201032004004,5,JAWA BARAT,32,BOGOR,3201,CITEUREUP,320103,TAJUR,3201032004
TPS 005,33681005,3201032004005,5,JAWA BARAT,32,BOGOR,3201,CITEUREUP,320103,TAJUR,3201032004
TPS 006,33681006,3201032004006,5,JAWA BARAT,32,BOGOR,3201,CITEUREUP,320103,TAJUR,3201032004
TPS 007,33681007,3201032004007,5,JAWA BARAT,32,BOGOR,3201,CITEUREUP,320103,TAJUR,3201032004
TPS 008,33681008,3201032004008,5,JAWA BARAT,32,BOGOR,3201,CITEUREUP,320103,TAJUR,3201032004
TPS 009,33681009,3201032004009,5,JAWA BARAT,32,BOGOR,3201,CITEUREUP,320103,TAJUR,3201032004
TPS 010,33681010,3201032004010,5,JAWA BARAT,32,BOGOR,3201,CITEUREUP,320103,TAJUR,3201032004
TPS 011,33681011,3201032004011,5,JAWA BARAT,32,BOGOR,3201,CITEUREUP,320103,TAJUR,3201032004
TPS 012,33681012,3201032004012,5,JAWA BARAT,32,BOGOR,3201,CITEUREUP,320103,TAJUR,3201032004
TPS 013,33681013,3201032004013,5,JAWA BARAT,32,BOGOR,3201,CITEUREUP,320103,TAJUR,3201032004
TPS 014,33681014,3201032004014,5,JAWA BARAT,32,BOGOR,3201,CITEUREUP,320103,TAJUR,3201032004
TPS 015,33681015,3201032004015,5,JAWA BARAT,32,BOGOR,3201,CITEUREUP,320103,TAJUR,3201032004
TPS 016,33681016,3201032004016,5,JAWA BARAT,32,BOGOR,3201,CITEUREUP,320103,TAJUR,3201032004
TPS 017,33681017,3201032004017,5,JAWA BARAT,32,BOGOR,3201,CITEUREUP,320103,TAJUR,3201032004
TPS 018,33681018,3201032004018,5,JAWA BARAT,32,BOGOR,3201,CITEUREUP,320103,TAJUR,3201032004
TPS 019,33681019,3201032004019,5,JAWA BARAT,32,BOGOR,3201,CITEUREUP,320103,TAJUR,3201032004
TPS 020,33681020,3201032004020,5,JAWA BARAT,32,BOGOR,3201,CITEUREUP,320103,TAJUR,3201032004
TPS 021,33681021,3201032004021,5,JAWA BARAT,32,BOGOR,3201,CITEUREUP,320103,TAJUR,3201032004
TPS 022,33681022,3201032004022,5,JAWA BARAT,32,BOGOR,3201,CITEUREUP,320103,TAJUR,3201032004
TPS 023,33681023,3201032004023,5,JAWA BARAT,32,BOGOR,3201,CITEUREUP,320103,TAJUR,3201032004
TPS 024,33681024,3201032004024,5,JAWA BARAT,32,BOGOR,3201,CITEUREUP,320103,TAJUR,3201032004
TPS 025,33681025,3201032004025,5,JAWA BARAT,32,BOGOR,3201,CITEUREUP,320103,TAJUR,3201032004
TPS 026,33681026,3201032004026,5,JAWA BARAT,32,BOGOR,3201,CITEUREUP,320103,TAJUR,3201032004
TPS 027,33681027,3201032004027,5,JAWA BARAT,32,BOGOR,3201,CITEUREUP,320103,TAJUR,3201032004
TPS 028,33681028,3201032004028,5,JAWA BARAT,32,BOGOR,3201,CITEUREUP,320103,TAJUR,3201032004
TPS 029,33681029,3201032004029,5,JAWA BARAT,32,BOGOR,3201,CITEUREUP,320103,TAJUR,3201032004
TPS 030,33681030,3201032004030,5,JAWA BARAT,32,BOGOR,3201,CITEUREUP,320103,TAJUR,3201032004
TPS 031,33681031,3201032004031,5,JAWA BARAT,32,BOGOR,3201,CITEUREUP,320103,TAJUR,3201032004
TPS 032,33681032,3201032004032,5,JAWA BARAT,32,BOGOR,3201,CITEUREUP,320103,TAJUR,3201032004
TPS 033,33681033,3201032004033,5,JAWA BARAT,32,BOGOR,3201,CITEUREUP,320103,TAJUR,3201032004
TPS 034,33681034,3201032004034,5,JAWA BARAT,32,BOGOR,3201,CITEUREUP,320103,TAJUR,3201032004
TPS 035,33681035,3201032004035,5,JAWA BARAT,32,BOGOR,3201,CITEUREUP,320103,TAJUR,3201032004
TPS 036,33681036,3201032004036,5,JAWA BARAT,32,BOGOR,3201,CITEUREUP,320103,TAJUR,3201032004
TPS 037,33681037,3201032004037,5,JAWA BARAT,32,BOGOR,3201,CITEUREUP,320103,TAJUR,3201032004
TPS 038,33681038,3201032004038,5,JAWA BARAT,32,BOGOR,3201,CITEUREUP,320103,TAJUR,3201032004
TPS 039,33681039,3201032004039,5,JAWA BARAT,32,BOGOR,3201,CITEUREUP,320103,TAJUR,3201032004
