nama,id,kode,tingkat,provinsi,kode_provinsi,kab_kota,kode_kab_kota,kecamatan,kode_kecamatan,desa,kode_desa
TPS 001,36839001,3209272004001,5,JAWA BARAT,32,CIREBON,3209,SUSUKAN,320927,GINTUNG LOR,3209272004
TPS 002,36839002,3209272004002,5,JAWA BARAT,32,CIREBON,3209,SUSUKAN,320927,GINTUNG LOR,3209272004
TPS 003,36839003,3209272004003,5,JAWA BARAT,32,CIREBON,3209,SUSUKAN,320927,GINTUNG LOR,3209272004
TPS 004,36839004,3209272004004,5,JAWA BARAT,32,CIREBON,3209,SUSUKAN,320927,GINTUNG LOR,3209272004
TPS 005,36839005,3209272004005,5,JAWA BARAT,32,CIREBON,3209,SUSUKAN,320927,GINTUNG LOR,3209272004
TPS 006,36839006,3209272004006,5,JAWA BARAT,32,CIREBON,3209,SUSUKAN,320927,GINTUNG LOR,3209272004
TPS 007,36839007,3209272004007,5,JAWA BARAT,32,CIREBON,3209,SUSUKAN,320927,GINTUNG LOR,3209272004
TPS 008,36839008,3209272004008,5,JAWA BARAT,32,CIREBON,3209,SUSUKAN,320927,GINTUNG LOR,3209272004
TPS 009,36839009,3209272004009,5,JAWA BARAT,32,CIREBON,3209,SUSUKAN,320927,GINTUNG LOR,3209272004
TPS 010,36839010,3209272004010,5,JAWA BARAT,32,CIREBON,3209,SUSUKAN,320927,GINTUNG LOR,3209272004
TPS 011,36839011,3209272004011,5,JAWA BARAT,32,CIREBON,3209,SUSUKAN,320927,GINTUNG LOR,3209272004
TPS 012,36839012,3209272004012,5,JAWA BARAT,32,CIREBON,3209,SUSUKAN,320927,GINTUNG LOR,3209272004
TPS 013,36839013,3209272004013,5,JAWA BARAT,32,CIREBON,3209,SUSUKAN,320927,GINTUNG LOR,3209272004
TPS 014,36839014,3209272004014,5,JAWA BARAT,32,CIREBON,3209,SUSUKAN,320927,GINTUNG LOR,3209272004
TPS 015,36839015,3209272004015,5,JAWA BARAT,32,CIREBON,3209,SUSUKAN,320927,GINTUNG LOR,3209272004
TPS 016,36839016,3209272004016,5,JAWA BARAT,32,CIREBON,3209,SUSUKAN,320927,GINTUNG LOR,3209272004
TPS 017,36839017,3209272004017,5,JAWA BARAT,32,CIREBON,3209,SUSUKAN,320927,GINTUNG LOR,3209272004
TPS 018,36839018,3209272004018,5,JAWA BARAT,32,CIREBON,3209,SUSUKAN,320927,GINTUNG LOR,3209272004
TPS 019,36839019,3209272004019,5,JAWA BARAT,32,CIREBON,3209,SUSUKAN,320927,GINTUNG LOR,3209272004
TPS 020,36839020,3209272004020,5,JAWA BARAT,32,CIREBON,3209,SUSUKAN,320927,GINTUNG LOR,3209272004
TPS 021,36839021,3209272004021,5,JAWA BARAT,32,CIREBON,3209,SUSUKAN,320927,GINTUNG LOR,3209272004
TPS 022,36839022,3209272004022,5,JAWA BARAT,32,CIREBON,3209,SUSUKAN,320927,GINTUNG LOR,3209272004
