nama,id,kode,tingkat,provinsi,kode_provinsi,kab_kota,kode_kab_kota,kecamatan,kode_kecamatan,desa,kode_desa
TPS 001,36043001,3207132010001,5,JAWA BARAT,32,CIAMIS,3207,RAJADESA,320713,SIRNAJAYA,3207132010
TPS 002,36043002,3207132010002,5,JAWA BARAT,32,CIAMIS,3207,RAJADESA,320713,SIRNAJAYA,3207132010
TPS 003,36043003,3207132010003,5,JAWA BARAT,32,CIAMIS,3207,RAJADESA,320713,SIRNAJAYA,3207132010
TPS 004,36043004,3207132010004,5,JAWA BARAT,32,CIAMIS,3207,RAJADESA,320713,SIRNAJAYA,3207132010
TPS 005,36043005,3207132010005,5,JAWA BARAT,32,CIAMIS,3207,RAJADESA,320713,SIRNAJAYA,3207132010
TPS 006,36043006,3207132010006,5,JAWA BARAT,32,CIAMIS,3207,RAJADESA,320713,SIRNAJAYA,3207132010
TPS 007,36043007,3207132010007,5,JAWA BARAT,32,CIAMIS,3207,RAJADESA,320713,SIRNAJAYA,3207132010
TPS 008,36043008,3207132010008,5,JAWA BARAT,32,CIAMIS,3207,RAJADESA,320713,SIRNAJAYA,3207132010
TPS 009,36043009,3207132010009,5,JAWA BARAT,32,CIAMIS,3207,RAJADESA,320713,SIRNAJAYA,3207132010
TPS 010,36043010,3207132010010,5,JAWA BARAT,32,CIAMIS,3207,RAJADESA,320713,SIRNAJAYA,3207132010
TPS 011,36043011,3207132010011,5,JAWA BARAT,32,CIAMIS,3207,RAJADESA,320713,SIRNAJAYA,3207132010
TPS 012,36043012,3207132010012,5,JAWA BARAT,32,CIAMIS,3207,RAJADESA,320713,SIRNAJAYA,3207132010
TPS 013,36043013,3207132010013,5,JAWA BARAT,32,CIAMIS,3207,RAJADESA,320713,SIRNAJAYA,3207132010
TPS 014,36043014,3207132010014,5,JAWA BARAT,32,CIAMIS,3207,RAJADESA,320713,SIRNAJAYA,3207132010
TPS 015,36043015,3207132010015,5,JAWA BARAT,32,CIAMIS,3207,RAJADESA,320713,SIRNAJAYA,3207132010
TPS 016,36043016,3207132010016,5,JAWA BARAT,32,CIAMIS,3207,RAJADESA,320713,SIRNAJAYA,3207132010
TPS 017,36043017,3207132010017,5,JAWA BARAT,32,CIAMIS,3207,RAJADESA,320713,SIRNAJAYA,3207132010
