nama,id,kode,tingkat,provinsi,kode_provinsi,kab_kota,kode_kab_kota,kecamatan,kode_kecamatan,desa,kode_desa
TPS 001,39554001,3278061013001,5,JAWA BARAT,32,KOTA TASIKMALAYA,3278,CIBEUREUM,327806,MARGABAKTI,3278061013
TPS 002,39554002,3278061013002,5,JAWA BARAT,32,KOTA TASIKMALAYA,3278,CIBEUREUM,327806,MARGABAKTI,3278061013
TPS 003,39554003,3278061013003,5,JAWA BARAT,32,KOTA TASIKMALAYA,3278,CIBEUREUM,327806,MARGABAKTI,3278061013
TPS 004,39554004,3278061013004,5,JAWA BARAT,32,KOTA TASIKMALAYA,3278,CIBEUREUM,327806,MARGABAKTI,3278061013
TPS 005,39554005,3278061013005,5,JAWA BARAT,32,KOTA TASIKMALAYA,3278,CIBEUREUM,327806,MARGABAKTI,3278061013
TPS 006,39554006,3278061013006,5,JAWA BARAT,32,KOTA TASIKMALAYA,3278,CIBEUREUM,327806,MARGABAKTI,3278061013
TPS 007,39554007,3278061013007,5,JAWA BARAT,32,KOTA TASIKMALAYA,3278,CIBEUREUM,327806,MARGABAKTI,3278061013
TPS 008,39554008,3278061013008,5,JAWA BARAT,32,KOTA TASIKMALAYA,3278,CIBEUREUM,327806,MARGABAKTI,3278061013
TPS 009,39554009,3278061013009,5,JAWA BARAT,32,KOTA TASIKMALAYA,3278,CIBEUREUM,327806,MARGABAKTI,3278061013
TPS 010,39554010,3278061013010,5,JAWA BARAT,32,KOTA TASIKMALAYA,3278,CIBEUREUM,327806,MARGABAKTI,3278061013
TPS 011,39554011,3278061013011,5,JAWA BARAT,32,KOTA TASIKMALAYA,3278,CIBEUREUM,327806,MARGABAKTI,3278061013
