nama,id,kode,tingkat,provinsi,kode_provinsi,kab_kota,kode_kab_kota,kecamatan,kode_kecamatan,desa,kode_desa
TPS 001,35000001,3204302008001,5,JAWA BARAT,32,BANDUNG,3204,PACET,320430,MEKARJAYA,3204302008
TPS 002,35000002,3204302008002,5,JAWA BARAT,32,BANDUNG,3204,PACET,320430,MEKARJAYA,3204302008
TPS 003,35000003,3204302008003,5,JAWA BARAT,32,BANDUNG,3204,PACET,320430,MEKARJAYA,3204302008
TPS 004,35000004,3204302008004,5,JAWA BARAT,32,BANDUNG,3204,PACET,320430,MEKARJAYA,3204302008
TPS 005,35000005,3204302008005,5,JAWA BARAT,32,BANDUNG,3204,PACET,320430,MEKARJAYA,3204302008
TPS 006,35000006,3204302008006,5,JAWA BARAT,32,BANDUNG,3204,PACET,320430,MEKARJAYA,3204302008
TPS 007,35000007,3204302008007,5,JAWA BARAT,32,BANDUNG,3204,PACET,320430,MEKARJAYA,3204302008
TPS 008,35000008,3204302008008,5,JAWA BARAT,32,BANDUNG,3204,PACET,320430,MEKARJAYA,3204302008
TPS 009,35000009,3204302008009,5,JAWA BARAT,32,BANDUNG,3204,PACET,320430,MEKARJAYA,3204302008
TPS 010,35000010,3204302008010,5,JAWA BARAT,32,BANDUNG,3204,PACET,320430,MEKARJAYA,3204302008
TPS 011,35000011,3204302008011,5,JAWA BARAT,32,BANDUNG,3204,PACET,320430,MEKARJAYA,3204302008
TPS 012,35000012,3204302008012,5,JAWA BARAT,32,BANDUNG,3204,PACET,320430,MEKARJAYA,3204302008
TPS 013,35000013,3204302008013,5,JAWA BARAT,32,BANDUNG,3204,PACET,320430,MEKARJAYA,3204302008
TPS 014,35000014,3204302008014,5,JAWA BARAT,32,BANDUNG,3204,PACET,320430,MEKARJAYA,3204302008
TPS 015,35000015,3204302008015,5,JAWA BARAT,32,BANDUNG,3204,PACET,320430,MEKARJAYA,3204302008
TPS 016,35000016,3204302008016,5,JAWA BARAT,32,BANDUNG,3204,PACET,320430,MEKARJAYA,3204302008
TPS 017,35000017,3204302008017,5,JAWA BARAT,32,BANDUNG,3204,PACET,320430,MEKARJAYA,3204302008
TPS 018,35000018,3204302008018,5,JAWA BARAT,32,BANDUNG,3204,PACET,320430,MEKARJAYA,3204302008
TPS 019,35000019,3204302008019,5,JAWA BARAT,32,BANDUNG,3204,PACET,320430,MEKARJAYA,3204302008
TPS 020,35000020,3204302008020,5,JAWA BARAT,32,BANDUNG,3204,PACET,320430,MEKARJAYA,3204302008
TPS 021,35000021,3204302008021,5,JAWA BARAT,32,BANDUNG,3204,PACET,320430,MEKARJAYA,3204302008
TPS 022,35000022,3204302008022,5,JAWA BARAT,32,BANDUNG,3204,PACET,320430,MEKARJAYA,3204302008
TPS 023,35000023,3204302008023,5,JAWA BARAT,32,BANDUNG,3204,PACET,320430,MEKARJAYA,3204302008
TPS 024,35000024,3204302008024,5,JAWA BARAT,32,BANDUNG,3204,PACET,320430,MEKARJAYA,3204302008
TPS 901,35000025,3204302008901,5,JAWA BARAT,32,BANDUNG,3204,PACET,320430,MEKARJAYA,3204302008
