nama,id,kode,tingkat,provinsi,kode_provinsi,kab_kota,kode_kab_kota,kecamatan,kode_kecamatan,desa,kode_desa
TPS 001,38217001,3214052010001,5,JAWA BARAT,32,PURWAKARTA,3214,SUKATANI,321405,CIBODAS,3214052010
TPS 002,38217002,3214052010002,5,JAWA BARAT,32,PURWAKARTA,3214,SUKATANI,321405,CIBODAS,3214052010
TPS 003,38217003,3214052010003,5,JAWA BARAT,32,PURWAKARTA,3214,SUKATANI,321405,CIBODAS,3214052010
TPS 004,38217004,3214052010004,5,JAWA BARAT,32,PURWAKARTA,3214,SUKATANI,321405,CIBODAS,3214052010
TPS 005,38217005,3214052010005,5,JAWA BARAT,32,PURWAKARTA,3214,SUKATANI,321405,CIBODAS,3214052010
TPS 006,38217006,3214052010006,5,JAWA BARAT,32,PURWAKARTA,3214,SUKATANI,321405,CIBODAS,3214052010
TPS 007,38217007,3214052010007,5,JAWA BARAT,32,PURWAKARTA,3214,SUKATANI,321405,CIBODAS,3214052010
TPS 008,38217008,3214052010008,5,JAWA BARAT,32,PURWAKARTA,3214,SUKATANI,321405,CIBODAS,3214052010
TPS 009,38217009,3214052010009,5,JAWA BARAT,32,PURWAKARTA,3214,SUKATANI,321405,CIBODAS,3214052010
TPS 010,38217010,3214052010010,5,JAWA BARAT,32,PURWAKARTA,3214,SUKATANI,321405,CIBODAS,3214052010
TPS 011,38217011,3214052010011,5,JAWA BARAT,32,PURWAKARTA,3214,SUKATANI,321405,CIBODAS,3214052010
TPS 012,38217012,3214052010012,5,JAWA BARAT,32,PURWAKARTA,3214,SUKATANI,321405,CIBODAS,3214052010
