nama,id,kode,tingkat,provinsi,kode_provinsi,kab_kota,kode_kab_kota,kecamatan,kode_kecamatan,desa,kode_desa
TPS 001,34565001,3203082006001,5,JAWA BARAT,32,CIANJUR,3203,MANDE,320308,MULYASARI,3203082006
TPS 002,34565002,3203082006002,5,JAWA BARAT,32,CIANJUR,3203,MANDE,320308,MULYASARI,3203082006
TPS 003,34565003,3203082006003,5,JAWA BARAT,32,CIANJUR,3203,MANDE,320308,MULYASARI,3203082006
TPS 004,34565004,3203082006004,5,JAWA BARAT,32,CIANJUR,3203,MANDE,320308,MULYASARI,3203082006
TPS 005,34565005,3203082006005,5,JAWA BARAT,32,CIANJUR,3203,MANDE,320308,MULYASARI,3203082006
TPS 006,34565006,3203082006006,5,JAWA BARAT,32,CIANJUR,3203,MANDE,320308,MULYASARI,3203082006
TPS 007,34565007,3203082006007,5,JAWA BARAT,32,CIANJUR,3203,MANDE,320308,MULYASARI,3203082006
TPS 008,34565008,3203082006008,5,JAWA BARAT,32,CIANJUR,3203,MANDE,320308,MULYASARI,3203082006
TPS 009,34565009,3203082006009,5,JAWA BARAT,32,CIANJUR,3203,MANDE,320308,MULYASARI,3203082006
TPS 010,34565010,3203082006010,5,JAWA BARAT,32,CIANJUR,3203,MANDE,320308,MULYASARI,3203082006
TPS 011,34565011,3203082006011,5,JAWA BARAT,32,CIANJUR,3203,MANDE,320308,MULYASARI,3203082006
TPS 012,34565012,3203082006012,5,JAWA BARAT,32,CIANJUR,3203,MANDE,320308,MULYASARI,3203082006
TPS 013,34565013,3203082006013,5,JAWA BARAT,32,CIANJUR,3203,MANDE,320308,MULYASARI,3203082006
TPS 014,34565014,3203082006014,5,JAWA BARAT,32,CIANJUR,3203,MANDE,320308,MULYASARI,3203082006
