kode_prov,kode_kab_kota,kode_kec,kode_desa,kode_tps,prov,kab_kota,kecamatan,desa,tps
32,3201,320101,3201011001,3201011001001,JAWA BARAT,BOGOR,CIBINONG,PONDOK RAJEG,TPS 001
